Player,Team,Conf,G,Cmp,Pass_Att,Cmp_Pct,Pass_Yds,Pass_TD,Int,Pass_Y/A,AY/A,PR,Year,School,Rush_Att,Rush_Yds,Rush_Y/A,Rush_TD,Rec,Rec_Yds,Y/R,Rec_TD,Plays,Tot_Yds,Y/P,Tot_TD
Andrew Celis,Nevada,MWC,12,3.0,5.0,60.0,76.0,1.0,0.0,15.2,19.2,253.7,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Hoy,Old Dominion,CUSA,3,8.0,19.0,42.1,73.0,0.0,0.0,3.8,3.84,74.4,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Johnson,Troy,Sun Belt,13,2.0,2.0,100.0,72.0,1.0,0.0,36.0,46.0,567.4,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zack Blair,Ball State,MAC,4,9.0,15.0,60.0,67.0,0.0,0.0,4.5,4.47,97.5,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.J. Cosentino,Florida State,ACC,6,8.0,11.0,72.7,58.0,1.0,0.0,5.3,7.09,147.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Burns,Stanford,Pac-12,7,5.0,7.0,71.4,57.0,1.0,0.0,8.1,11.0,187.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tre Walker,San Jose State,MWC,12,1.0,1.0,100.0,54.0,1.0,0.0,54.0,74.0,883.6,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Butler,Syracuse,ACC,12,4.0,6.0,66.7,54.0,1.0,0.0,9.0,12.33,197.3,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nacarius Fant,Western Kentucky,CUSA,13,2.0,3.0,66.7,51.0,1.0,1.0,17.0,8.67,252.8,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Franklin III,Florida Atlantic,CUSA,13,1.0,2.0,50.0,49.0,0.0,0.0,24.5,24.5,255.8,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew Barker,Kentucky,SEC,4,4.0,7.0,57.1,49.0,0.0,0.0,7.0,7.0,115.9,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Banks,Middle Tennessee State,CUSA,7,6.0,11.0,54.5,49.0,0.0,0.0,4.5,4.45,92.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurt Palandech,Nevada-Las Vegas,MWC,12,8.0,19.0,42.1,48.0,0.0,2.0,2.5,-2.21,42.3,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Lanning,Iowa State,Big 12,13,3.0,4.0,75.0,47.0,1.0,0.0,11.8,16.75,256.2,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cedrick Wilson Jr.,Boise State,MWC,14,2.0,3.0,66.7,46.0,0.0,0.0,15.3,15.33,195.5,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Schopper,Purdue,Big Ten,13,2.0,2.0,100.0,44.0,0.0,0.0,22.0,22.0,284.8,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaron Johnson,Eastern Michigan,MAC,12,1.0,1.0,100.0,43.0,1.0,0.0,43.0,63.0,791.2,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trey Sermon,Oklahoma,Big 12,14,1.0,1.0,100.0,42.0,0.0,0.0,42.0,42.0,452.8,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Allen,San Jose State,MWC,5,5.0,13.0,38.5,40.0,0.0,2.0,3.1,-3.85,33.5,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keishawn Watson,Western Michigan,MAC,12,2.0,2.0,100.0,40.0,2.0,0.0,20.0,40.0,598.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caleb Wilson,UCLA,Pac-12,5,1.0,1.0,100.0,39.0,0.0,0.0,39.0,39.0,427.6,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Echols-Luper,Western Kentucky,CUSA,10,1.0,1.0,100.0,39.0,0.0,0.0,39.0,39.0,427.6,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kavika Johnson,UTEP,CUSA,12,1.0,1.0,100.0,38.0,0.0,0.0,38.0,38.0,419.2,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saquon Barkley,Penn State,Big Ten,13,2.0,2.0,100.0,36.0,1.0,0.0,18.0,28.0,416.2,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dante Pettis,Washington,Pac-12,13,1.0,1.0,100.0,36.0,0.0,0.0,36.0,36.0,402.4,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Owens,Florida International,CUSA,9,1.0,1.0,100.0,35.0,1.0,0.0,35.0,55.0,724.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Miller,Memphis,American,13,1.0,3.0,33.3,35.0,0.0,0.0,11.7,11.67,131.3,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chauncey Mason,Arkansas State,Sun Belt,9,1.0,1.0,100.0,34.0,0.0,0.0,34.0,34.0,385.6,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trey Quinn,SMU,American,13,1.0,2.0,50.0,34.0,0.0,1.0,17.0,-5.5,92.8,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Williams,Air Force,MWC,7,1.0,1.0,100.0,31.0,0.0,0.0,31.0,31.0,360.4,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ross Trail,Cincinnati,American,2,5.0,9.0,55.6,31.0,0.0,0.0,3.4,3.44,84.5,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monteo Garrett,Georgia Southern,Sun Belt,12,1.0,1.0,100.0,30.0,0.0,0.0,30.0,30.0,352.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaren Vaughns,Utah State,MWC,12,1.0,2.0,50.0,29.0,1.0,0.0,14.5,24.5,336.8,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dalton Demos,Coastal Carolina,Sun Belt,7,3.0,11.0,27.3,27.0,0.0,1.0,2.5,-1.64,29.7,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Desmon White,Texas Christian,Big 12,14,1.0,1.0,100.0,27.0,1.0,0.0,27.0,47.0,656.8,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Smith,Middle Tennessee State,CUSA,11,1.0,1.0,100.0,26.0,0.0,0.0,26.0,26.0,318.4,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tuli Wily-Matagi,Oregon State,Pac-12,12,1.0,1.0,100.0,26.0,1.0,0.0,26.0,46.0,648.4,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaylen Samuels,North Carolina State,ACC,13,1.0,2.0,50.0,25.0,0.0,0.0,12.5,12.5,155.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geraud Sanders,Air Force,MWC,11,1.0,1.0,100.0,24.0,0.0,0.0,24.0,24.0,301.6,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stone Wilson,Florida International,CUSA,13,1.0,1.0,100.0,24.0,1.0,0.0,24.0,44.0,631.6,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Larkin,Northwestern,Big Ten,13,1.0,1.0,100.0,24.0,0.0,0.0,24.0,24.0,301.6,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Blake,Northern Illinois,MAC,13,2.0,4.0,50.0,23.0,0.0,0.0,5.8,5.75,98.3,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charles Nelson,Oregon,Pac-12,10,1.0,1.0,100.0,22.0,1.0,0.0,22.0,42.0,614.8,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chase Mummau,Virginia Tech,ACC,1,1.0,1.0,100.0,22.0,0.0,0.0,22.0,22.0,284.8,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Julian,Toledo,MAC,10,2.0,6.0,33.3,21.0,0.0,0.0,3.5,3.5,62.7,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Casey Marksberry,Colorado,Pac-12,1,2.0,3.0,66.7,20.0,0.0,0.0,6.7,6.67,122.7,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gavin Locklear,North Carolina State,ACC,12,1.0,1.0,100.0,20.0,0.0,0.0,20.0,20.0,268.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darius Hoggins,Louisiana,Sun Belt,10,1.0,1.0,100.0,19.0,0.0,0.0,19.0,19.0,259.6,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Wilcox Jr.,Bowling Green,MAC,12,1.0,1.0,100.0,18.0,0.0,0.0,18.0,18.0,251.2,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tanner Schafer,Oklahoma,Big 12,1,3.0,5.0,60.0,18.0,0.0,0.0,3.6,3.6,90.2,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allen Staggers,Southern Mississippi,CUSA,13,1.0,2.0,50.0,18.0,0.0,0.0,9.0,9.0,125.6,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braxton Berrios,Miami (FL),ACC,13,1.0,1.0,100.0,17.0,0.0,0.0,17.0,17.0,242.8,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conner Cramer,New Mexico State,Sun Belt,13,1.0,2.0,50.0,17.0,1.0,0.0,8.5,18.5,286.4,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeffery Mead,Oklahoma,Big 12,10,1.0,1.0,100.0,17.0,0.0,0.0,17.0,17.0,242.8,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parker Smith,Rice,CUSA,10,1.0,1.0,100.0,17.0,0.0,0.0,17.0,17.0,242.8,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jay Tyler,Stanford,Pac-12,12,1.0,1.0,100.0,16.0,0.0,0.0,16.0,16.0,234.4,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vic Wharton,California,Pac-12,12,1.0,2.0,50.0,15.0,1.0,0.0,7.5,17.5,278.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.J. Moore,Maryland,Big Ten,12,2.0,2.0,100.0,15.0,0.0,0.0,7.5,7.5,163.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Meyer,Ohio,MAC,12,1.0,1.0,100.0,15.0,0.0,0.0,15.0,15.0,226.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Winslow,Pitt,ACC,12,1.0,1.0,100.0,15.0,1.0,0.0,15.0,35.0,556.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Hefley,Tulsa,American,1,2.0,6.0,33.3,15.0,0.0,2.0,2.5,-12.5,-12.3,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Jackson,Northwestern,Big Ten,13,1.0,1.0,100.0,12.0,1.0,0.0,12.0,32.0,530.8,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryce Bobo,Colorado,Pac-12,12,1.0,1.0,100.0,11.0,1.0,0.0,11.0,31.0,522.4,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glen Cuiellette,Tulane,American,11,1.0,1.0,100.0,11.0,0.0,0.0,11.0,11.0,192.4,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Lynch,UCLA,Pac-12,1,2.0,3.0,66.7,11.0,1.0,0.0,3.7,10.33,207.5,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donavan Tate,Arizona,Pac-12,2,1.0,1.0,100.0,10.0,0.0,0.0,10.0,10.0,184.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brice Ramsey,Georgia,SEC,4,1.0,4.0,25.0,10.0,0.0,2.0,2.5,-20.0,-54.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Kelly,Tennessee,SEC,11,1.0,1.0,100.0,10.0,0.0,0.0,10.0,10.0,184.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Groshek,Wisconsin,Big Ten,14,1.0,1.0,100.0,9.0,0.0,0.0,9.0,9.0,175.6,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy Fessler,Penn State,Big Ten,13,1.0,2.0,50.0,8.0,0.0,0.0,4.0,4.0,83.6,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Wilson,Coastal Carolina,Sun Belt,2,1.0,4.0,25.0,7.0,0.0,0.0,1.8,1.75,39.7,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaBaron Anthony,Georgia Southern,Sun Belt,3,1.0,10.0,10.0,7.0,0.0,0.0,0.7,0.7,15.9,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Brownholtz,Hawaii,MWC,1,1.0,1.0,100.0,7.0,0.0,0.0,7.0,7.0,158.8,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Geraci,Louisiana,Sun Belt,12,1.0,1.0,100.0,7.0,0.0,0.0,7.0,7.0,158.8,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parker Boehme,Duke,ACC,13,1.0,2.0,50.0,6.0,0.0,0.0,3.0,3.0,75.2,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Rizzo,Florida State,ACC,1,1.0,2.0,50.0,6.0,0.0,0.0,3.0,3.0,75.2,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Arceneaux,Louisiana,Sun Belt,2,1.0,1.0,100.0,6.0,0.0,0.0,6.0,6.0,150.4,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trishton Jackson,Michigan State,Big Ten,12,1.0,1.0,100.0,5.0,0.0,0.0,5.0,5.0,142.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Johns,Akron,MAC,8,1.0,2.0,50.0,4.0,0.0,0.0,2.0,2.0,66.8,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Boone,Cincinnati,American,10,1.0,1.0,100.0,4.0,0.0,0.0,4.0,4.0,133.6,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaun Wilson,Duke,ACC,13,1.0,2.0,50.0,4.0,1.0,1.0,2.0,-10.5,131.8,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Collin Lisa,UAB,CUSA,13,1.0,1.0,100.0,3.0,0.0,0.0,3.0,3.0,125.2,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerryon Johnson,Auburn,SEC,12,1.0,1.0,100.0,3.0,1.0,0.0,3.0,23.0,455.2,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Barnes,Kansas State,Big 12,13,1.0,1.0,100.0,3.0,1.0,0.0,3.0,23.0,455.2,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Funk,Maryland,Big Ten,12,1.0,1.0,100.0,3.0,0.0,0.0,3.0,3.0,125.2,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brendan Cope,Ohio,MAC,10,1.0,1.0,100.0,3.0,1.0,0.0,3.0,23.0,455.2,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yannis Routsas,UTSA,CUSA,11,1.0,2.0,50.0,3.0,0.0,0.0,1.5,1.5,62.6,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Rankin,Kent State,MAC,12,1.0,1.0,100.0,1.0,1.0,0.0,1.0,21.0,438.4,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Porebski,Oregon State,Pac-12,12,1.0,1.0,100.0,1.0,0.0,0.0,1.0,1.0,108.4,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dymond Lee,UCLA,Pac-12,2,1.0,1.0,100.0,1.0,0.0,0.0,1.0,1.0,108.4,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oscar Bradburn,Virginia Tech,ACC,13,1.0,1.0,100.0,1.0,0.0,0.0,1.0,1.0,108.4,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tra'Von Chapman,Akron,MAC,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kylen Binn,UAB,CUSA,13,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-45.0,-200.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake Johnson,Arkansas,SEC,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kjetil Cline,Army,Ind,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-45.0,-200.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Modster,Boise State,MWC,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon Hilliman,Boston College,ACC,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Travis Levy,Boston College,ACC,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Kafentzis,BYU,Ind,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur Hart,Charlotte,CUSA,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Montgomery,Charlotte,CUSA,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-45.0,-200.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Thompson,Charlotte,CUSA,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tavien Feaster,Clemson,ACC,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.J. Patterson,Colorado,Pac-12,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivan Oraha,Eastern Michigan,MAC,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D'Andre Swift,Georgia,SEC,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wesley Kennedy III,Georgia Southern,Sun Belt,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glenn Smith,Georgia State,Sun Belt,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-45.0,-200.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Jordan,Georgia Tech,ACC,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keelan Ewaliko,Hawaii,MWC,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Fiacable,Indiana,Big Ten,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Majette,Indiana,Big Ten,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Montgomery,Iowa State,Big 12,13,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Byron Pringle,Kansas State,Big 12,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dion Ray,Louisiana,Sun Belt,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Jacquet,Louisiana,Sun Belt,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-45.0,-200.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russell Gage,LSU,SEC,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teddy Veal,Louisiana Tech,CUSA,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reggie Bonnafon,Louisville,ACC,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caleb Henderson,Maryland,Big Ten,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lorenzo Harrison,Maryland,Big Ten,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J'Yvon Brown,Massachusetts,Ind,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-45.0,-200.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riley Patterson,Memphis,American,13,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-45.0,-200.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damion Terry,Michigan State,Big Ten,3,0.0,4.0,0.0,0.0,0.0,1.0,0.0,-11.25,-50.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richie James,Middle Tennessee State,CUSA,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
