Player,Team,Conf,G,Cmp,Pass_Att,Cmp_Pct,Pass_Yds,Pass_TD,Int,Pass_Y/A,AY/A,PR,Year,School,Rush_Att,Rush_Yds,Rush_Y/A,Rush_TD,Rec,Rec_Yds,Y/R,Rec_TD,Plays,Tot_Yds,Y/P,Tot_TD
T.J. Yeldon,0,SEC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Alabama,194.0,979.0,5.0,11.0,15.0,180.0,12.0,1.0,209.0,1159.0,5.5,12.0
Cameron Stingily,0,MAC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Northern Illinois,193.0,971.0,5.0,14.0,2.0,6.0,3.0,0.0,195.0,977.0,5.0,14.0
Zach Laskey,0,ACC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Georgia Tech,171.0,851.0,5.0,9.0,6.0,49.0,8.2,1.0,177.0,900.0,5.1,10.0
J.C. Coleman,0,ACC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Virginia Tech,107.0,533.0,5.0,3.0,4.0,-1.0,-0.3,0.0,111.0,532.0,4.8,3.0
B.J. Catalon,0,Big 12,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,TCU,98.0,493.0,5.0,10.0,14.0,163.0,11.6,1.0,112.0,656.0,5.9,11.0
Kenny Hilliard,0,SEC,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,LSU,90.0,447.0,5.0,6.0,4.0,35.0,8.8,0.0,94.0,482.0,5.1,6.0
Chris James,0,ACC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Pitt,87.0,437.0,5.0,4.0,1.0,23.0,23.0,0.0,88.0,460.0,5.2,4.0
Mike Davis,0,SEC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,South Carolina,199.0,982.0,4.9,9.0,32.0,368.0,11.5,2.0,231.0,1350.0,5.8,11.0
Matt Jones,0,SEC,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Florida,166.0,817.0,4.9,6.0,11.0,65.0,5.9,1.0,177.0,882.0,5.0,7.0
Antoinne Jimmerson,0,CUSA,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,North Texas,120.0,589.0,4.9,5.0,5.0,66.0,13.2,0.0,125.0,655.0,5.2,5.0
Jerrel Brown,0,Sun Belt,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Idaho,117.0,569.0,4.9,4.0,1.0,2.0,2.0,0.0,118.0,571.0,4.8,4.0
Gerard Johnson,0,CUSA,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Old Dominion,100.0,493.0,4.9,1.0,24.0,149.0,6.2,0.0,124.0,642.0,5.2,1.0
Michael Adkins II,0,Pac-12,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Colorado,81.0,398.0,4.9,3.0,11.0,60.0,5.5,0.0,92.0,458.0,5.0,3.0
Jahwan Edwards,0,MAC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Ball State,262.0,1252.0,4.8,12.0,29.0,236.0,8.1,0.0,291.0,1488.0,5.1,12.0
Brandon Hayes,0,American,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Memphis,196.0,949.0,4.8,5.0,16.0,119.0,7.4,3.0,212.0,1068.0,5.0,8.0
Prince-Tyson Gulley,0,ACC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Syracuse,128.0,614.0,4.8,1.0,21.0,107.0,5.1,0.0,149.0,721.0,4.8,1.0
Alonzo Harris,0,Sun Belt,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Louisiana,172.0,807.0,4.7,12.0,6.0,31.0,5.2,0.0,178.0,838.0,4.7,12.0
Shadrach Abrokwah,0,MAC,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Massachusetts,123.0,573.0,4.7,7.0,13.0,78.0,6.0,1.0,136.0,651.0,4.8,8.0
Terris Jones-Grigsby,0,Pac-12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Arizona,121.0,567.0,4.7,3.0,15.0,187.0,12.5,0.0,136.0,754.0,5.5,3.0
Shaquille Murray-Lawrence,0,MWC,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,UNLV,117.0,552.0,4.7,9.0,16.0,156.0,9.8,0.0,133.0,708.0,5.3,9.0
Nathan Jeffery,0,CUSA,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,UTEP,114.0,531.0,4.7,5.0,7.0,67.0,9.6,0.0,121.0,598.0,4.9,5.0
Andre Givens,0,MAC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Bowling Green State,101.0,479.0,4.7,8.0,3.0,9.0,3.0,0.0,104.0,488.0,4.7,8.0
Jay Jones,0,Sun Belt,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,South Alabama,83.0,393.0,4.7,3.0,7.0,49.0,7.0,0.0,90.0,442.0,4.9,3.0
Horactio Banks,0,MAC,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Ball State,75.0,353.0,4.7,1.0,3.0,16.0,5.3,0.0,78.0,369.0,4.7,1.0
Karlos Williams,0,ACC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Florida State,150.0,689.0,4.6,11.0,29.0,265.0,9.1,1.0,179.0,954.0,5.3,12.0
Akeel Lynch,0,Big Ten,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Penn State,147.0,678.0,4.6,4.0,10.0,69.0,6.9,0.0,157.0,747.0,4.8,4.0
D'Angelo Roberts,0,Big Ten,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Indiana,107.0,493.0,4.6,6.0,9.0,59.0,6.6,0.0,116.0,552.0,4.8,6.0
Remound Wright,0,Pac-12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Stanford,135.0,601.0,4.5,11.0,8.0,67.0,8.4,0.0,143.0,668.0,4.7,11.0
Max Delorenzo,0,American,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Connecticut,77.0,343.0,4.5,1.0,5.0,42.0,8.4,0.0,82.0,385.0,4.7,1.0
Aaron Wimberly,0,Big 12,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Iowa State,147.0,642.0,4.4,7.0,27.0,222.0,8.2,1.0,174.0,864.0,5.0,8.0
Anthon Samuel,0,CUSA,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Florida International,132.0,582.0,4.4,5.0,1.0,3.0,3.0,0.0,133.0,585.0,4.4,5.0
Michael Dyer,0,ACC,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Louisville,110.0,481.0,4.4,5.0,3.0,40.0,13.3,0.0,113.0,521.0,4.6,5.0
Brandon Williams,0,SEC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Texas A&M,87.0,379.0,4.4,3.0,9.0,65.0,7.2,0.0,96.0,444.0,4.6,3.0
Rodriguez Moore,0,American,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Cincinnati,143.0,618.0,4.3,5.0,9.0,137.0,15.2,0.0,152.0,755.0,5.0,5.0
Joe Hill,0,MWC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Utah State,118.0,507.0,4.3,4.0,7.0,148.0,21.1,1.0,125.0,655.0,5.2,5.0
Tony Jones,0,Pac-12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Colorado,94.0,403.0,4.3,3.0,24.0,151.0,6.3,0.0,118.0,554.0,4.7,3.0
Corey Avery,0,Big 12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Kansas,151.0,631.0,4.2,5.0,18.0,217.0,12.1,1.0,169.0,848.0,5.0,6.0
Lorenzo Woodley,0,MAC,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Massachusetts,102.0,420.0,4.1,5.0,5.0,59.0,11.8,0.0,107.0,479.0,4.5,5.0
Bronson Hill,0,MAC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Eastern Michigan,85.0,351.0,4.1,0.0,9.0,143.0,15.9,2.0,94.0,494.0,5.3,2.0
Khalek Shepherd,0,ACC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Virginia,84.0,348.0,4.1,2.0,13.0,75.0,5.8,3.0,97.0,423.0,4.4,5.0
Centarius Donald,0,Sun Belt,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Louisiana-Monroe,153.0,606.0,4.0,6.0,21.0,189.0,9.0,0.0,174.0,795.0,4.6,6.0
Donovonn Young,0,Big Ten,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Illinois,94.0,379.0,4.0,6.0,22.0,92.0,4.2,0.0,116.0,471.0,4.1,6.0
Tony Moore,0,CUSA,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Florida Atlantic,75.0,299.0,4.0,3.0,3.0,43.0,14.3,0.0,78.0,342.0,4.4,3.0
Jowan Davis,0,CUSA,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Rice,245.0,956.0,3.9,6.0,13.0,108.0,8.3,0.0,258.0,1064.0,4.1,6.0
Kevin Parks,0,ACC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Virginia,189.0,745.0,3.9,4.0,30.0,179.0,6.0,2.0,219.0,924.0,4.2,6.0
Malcolm Brown,0,Big 12,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Texas,183.0,708.0,3.9,6.0,16.0,58.0,3.6,0.0,199.0,766.0,3.8,6.0
Joshua Quezada,0,MWC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Fresno State,134.0,525.0,3.9,5.0,33.0,223.0,6.8,1.0,167.0,748.0,4.5,6.0
Desmon Peoples,0,Big Ten,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Rutgers,115.0,447.0,3.9,3.0,8.0,132.0,16.5,0.0,123.0,579.0,4.7,3.0
Dominique Brown,0,ACC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Louisville,96.0,378.0,3.9,4.0,7.0,85.0,12.1,0.0,103.0,463.0,4.5,4.0
Mark Weisman,0,Big Ten,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Iowa,213.0,812.0,3.8,16.0,4.0,37.0,9.3,0.0,217.0,849.0,3.9,16.0
Desmond Roland,0,Big 12,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Oklahoma State,203.0,770.0,3.8,10.0,2.0,-5.0,-2.5,0.0,205.0,765.0,3.7,10.0
David Glasco II,0,CUSA,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,UTSA,150.0,570.0,3.8,5.0,5.0,18.0,3.6,0.0,155.0,588.0,3.8,5.0
Marshawn Williams,0,ACC,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Virginia Tech,124.0,475.0,3.8,4.0,4.0,18.0,4.5,0.0,128.0,493.0,3.9,4.0
Marcus Caffey,0,Sun Belt,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Georgia State,93.0,354.0,3.8,3.0,8.0,38.0,4.8,0.0,101.0,392.0,3.9,3.0
William Stanback,0,American,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,UCF,189.0,697.0,3.7,10.0,11.0,55.0,5.0,2.0,200.0,752.0,3.8,12.0
Ryan Brumfield,0,MAC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Eastern Michigan,95.0,348.0,3.7,4.0,12.0,76.0,6.3,1.0,107.0,424.0,4.0,5.0
Reggie Pegram,0,CUSA,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,North Texas,145.0,529.0,3.6,5.0,8.0,3.0,0.4,0.0,153.0,532.0,3.5,5.0
Cam McDaniel,0,Ind,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Notre Dame,77.0,278.0,3.6,4.0,9.0,76.0,8.4,0.0,86.0,354.0,4.1,4.0
Wes Brown,0,Big Ten,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Maryland,103.0,356.0,3.5,6.0,21.0,198.0,9.4,0.0,124.0,554.0,4.5,6.0
Kenneth Harper,0,American,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Temple,87.0,307.0,3.5,5.0,27.0,158.0,5.9,1.0,114.0,465.0,4.1,6.0
Saylor Lavallii,0,MAC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Central Michigan,84.0,298.0,3.5,4.0,13.0,86.0,6.6,0.0,97.0,384.0,4.0,4.0
Prescott Line,0,American,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,SMU,78.0,256.0,3.3,4.0,10.0,41.0,4.1,0.0,88.0,297.0,3.4,4.0
Dezmond Wortham,0,ACC,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Wake Forest,83.0,241.0,2.9,0.0,6.0,19.0,3.2,0.0,89.0,260.0,2.9,0.0
Isaiah Robinson,0,ACC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Wake Forest,99.0,174.0,1.8,3.0,9.0,30.0,3.3,1.0,108.0,204.0,1.9,4.0
C.J. Prosise,0,Ind,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Notre Dame,156.0,1032.0,6.6,11.0,26.0,308.0,11.8,1.0,182.0,1340.0,7.4,12.0
Wendell Smallwood,0,Big 12,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,West Virginia,238.0,1519.0,6.4,9.0,26.0,160.0,6.2,0.0,264.0,1679.0,6.4,9.0
Deandre Washington,0,Big 12,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Texas Tech,233.0,1492.0,6.4,14.0,41.0,385.0,9.4,2.0,274.0,1877.0,6.9,16.0
Michael Gordon,0,Sun Belt,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Arkansas State,165.0,1057.0,6.4,9.0,13.0,81.0,6.2,2.0,178.0,1138.0,6.4,11.0
Brandon Ross,0,Big Ten,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Maryland,150.0,958.0,6.4,10.0,5.0,17.0,3.4,0.0,155.0,975.0,6.3,10.0
Ezekiel Elliott,0,Big Ten,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Ohio State,289.0,1821.0,6.3,23.0,27.0,206.0,7.6,0.0,316.0,2027.0,6.4,23.0
Devon Johnson,0,CUSA,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Marshall,94.0,593.0,6.3,5.0,6.0,63.0,10.5,1.0,100.0,656.0,6.6,6.0
Jhurell Pressley,0,MWC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,New Mexico,147.0,907.0,6.2,11.0,1.0,2.0,2.0,0.0,148.0,909.0,6.1,11.0
Jared Baker,0,Pac-12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Arizona,131.0,798.0,6.1,9.0,11.0,101.0,9.2,1.0,142.0,899.0,6.3,10.0
Jalen Richard,0,CUSA,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Southern Mississippi,185.0,1098.0,5.9,14.0,30.0,284.0,9.5,2.0,215.0,1382.0,6.4,16.0
Devante Mays,0,MWC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Utah State,165.0,966.0,5.9,9.0,1.0,9.0,9.0,0.0,166.0,975.0,5.9,9.0
Alex Collins,0,SEC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Arkansas,271.0,1577.0,5.8,20.0,13.0,95.0,7.3,0.0,284.0,1672.0,5.9,20.0
Travis Greene,0,MAC,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Bowling Green State,223.0,1299.0,5.8,15.0,27.0,234.0,8.7,2.0,250.0,1533.0,6.1,17.0
Paul Perkins,0,Pac-12,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,UCLA,237.0,1343.0,5.7,14.0,30.0,242.0,8.1,1.0,267.0,1585.0,5.9,15.0
Paul Harris,0,MWC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Hawaii,197.0,1132.0,5.7,6.0,14.0,151.0,10.8,0.0,211.0,1283.0,6.1,6.0
Derrick Henry,0,SEC,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Alabama,395.0,2219.0,5.6,28.0,11.0,91.0,8.3,0.0,406.0,2310.0,5.7,28.0
Hosey Williams,0,American,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Cincinnati,138.0,777.0,5.6,4.0,6.0,37.0,6.2,0.0,144.0,814.0,5.7,4.0
Algernon Brown,0,Ind,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Brigham Young,127.0,709.0,5.6,11.0,13.0,71.0,5.5,2.0,140.0,780.0,5.6,13.0
Josh Ferguson,0,Big Ten,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Illinois,129.0,708.0,5.5,3.0,37.0,280.0,7.6,2.0,166.0,988.0,6.0,5.0
Jovon Robinson,0,SEC,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Auburn,117.0,639.0,5.5,3.0,1.0,20.0,20.0,0.0,118.0,659.0,5.6,3.0
Paul James,0,Big Ten,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Rutgers,99.0,544.0,5.5,5.0,6.0,40.0,6.7,0.0,105.0,584.0,5.6,5.0
Tyler Ervin,0,MWC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,San Jose State,294.0,1601.0,5.4,13.0,45.0,334.0,7.4,2.0,339.0,1935.0,5.7,15.0
Kenneth Dixon,0,CUSA,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Louisiana Tech,197.0,1070.0,5.4,19.0,34.0,467.0,13.7,7.0,231.0,1537.0,6.7,26.0
Jordan Canzeri,0,Big Ten,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Iowa,183.0,984.0,5.4,12.0,20.0,208.0,10.4,1.0,203.0,1192.0,5.9,13.0
Aaron Kemper,0,Ind,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Army,101.0,544.0,5.4,3.0,0.0,0.0,0.0,0.0,101.0,544.0,5.4,3.0
Chase Price,0,MWC,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,San Diego State,190.0,1008.0,5.3,6.0,13.0,118.0,9.1,1.0,203.0,1126.0,5.5,7.0
Xzaviar Campbell,0,MWC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,UNLV,88.0,469.0,5.3,5.0,5.0,8.0,1.6,1.0,93.0,477.0,5.1,6.0
Aaron Green,0,Big 12,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,TCU,244.0,1272.0,5.2,11.0,16.0,117.0,7.3,1.0,260.0,1389.0,5.3,12.0
Darius Jackson,0,MAC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Eastern Michigan,208.0,1078.0,5.2,14.0,21.0,201.0,9.6,2.0,229.0,1279.0,5.6,16.0
Robert Lowe,0,Sun Belt,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Texas State,175.0,915.0,5.2,7.0,18.0,145.0,8.1,3.0,193.0,1060.0,5.5,10.0
Josh Hicks,0,Big Ten,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Rutgers,130.0,674.0,5.2,4.0,4.0,25.0,6.3,1.0,134.0,699.0,5.2,5.0
Jaylen Walton,0,SEC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Ole Miss,142.0,730.0,5.1,5.0,23.0,164.0,7.1,0.0,165.0,894.0,5.4,5.0
Kelsey Young,0,MWC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Boise State,101.0,511.0,5.1,8.0,8.0,65.0,8.1,0.0,109.0,576.0,5.3,8.0
Brandon Burks,0,Sun Belt,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Troy,201.0,1005.0,5.0,7.0,29.0,304.0,10.5,2.0,230.0,1309.0,5.7,9.0
Darian Green,0,MAC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Ball State,145.0,730.0,5.0,5.0,14.0,84.0,6.0,1.0,159.0,814.0,5.1,6.0
Storm Woods,0,Pac-12,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Oregon State,99.0,491.0,5.0,1.0,12.0,162.0,13.5,0.0,111.0,653.0,5.9,1.0
De'Andre Mann,0,Big 12,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Kansas,77.0,387.0,5.0,1.0,10.0,76.0,7.6,0.0,87.0,463.0,5.3,1.0
Tyreis Thomas,0,Sun Belt,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,South Alabama,113.0,552.0,4.9,2.0,6.0,25.0,4.2,0.0,119.0,577.0,4.8,2.0
Damion Jones-Moore,0,MAC,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Toledo,83.0,410.0,4.9,5.0,4.0,26.0,6.5,0.0,87.0,436.0,5.0,5.0
Chris Swain,0,American,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Navy,211.0,1023.0,4.8,10.0,1.0,12.0,12.0,0.0,212.0,1035.0,4.9,10.0
Jasen Oden,0,MWC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Colorado State,154.0,746.0,4.8,6.0,8.0,51.0,6.4,1.0,162.0,797.0,4.9,7.0
Elijhaa Penny,0,Sun Belt,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Idaho,247.0,1163.0,4.7,10.0,27.0,239.0,8.9,2.0,274.0,1402.0,5.1,12.0
Don Jackson,0,MWC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Nevada,230.0,1081.0,4.7,8.0,7.0,77.0,11.0,1.0,237.0,1158.0,4.9,9.0
Keith Whitely,0,MWC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,UNLV,152.0,711.0,4.7,3.0,17.0,154.0,9.1,1.0,169.0,865.0,5.1,4.0
Donnell Alexander,0,MAC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Akron,107.0,499.0,4.7,3.0,1.0,-2.0,-2.0,0.0,108.0,497.0,4.6,3.0
Daz'Mond Patterson,0,MAC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Ohio,106.0,497.0,4.7,9.0,18.0,68.0,3.8,0.0,124.0,565.0,4.6,9.0
Jay Warren,0,CUSA,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Florida Atlantic,95.0,449.0,4.7,3.0,1.0,4.0,4.0,0.0,96.0,453.0,4.7,3.0
Chris Hairston,0,American,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,East Carolina,165.0,754.0,4.6,8.0,29.0,193.0,6.7,1.0,194.0,947.0,4.9,9.0
Brandon Wilds,0,SEC,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,South Carolina,123.0,567.0,4.6,3.0,17.0,142.0,8.4,0.0,140.0,709.0,5.1,3.0
Torrey Pierce,0,Sun Belt,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Louisiana,87.0,401.0,4.6,4.0,5.0,46.0,9.2,0.0,92.0,447.0,4.9,4.0
Desmond Anderson,0,CUSA,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Middle Tennessee State,83.0,378.0,4.6,4.0,1.0,42.0,42.0,0.0,84.0,420.0,5.0,4.0
Conor Hundley,0,MAC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Akron,202.0,911.0,4.5,10.0,7.0,70.0,10.0,0.0,209.0,981.0,4.7,10.0
Anthone Taylor,0,MAC,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Buffalo,186.0,829.0,4.5,3.0,17.0,101.0,5.9,0.0,203.0,930.0,4.6,3.0
Brandon Holloway,0,SEC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Mississippi State,92.0,413.0,4.5,0.0,33.0,396.0,12.0,5.0,125.0,809.0,6.5,5.0
Jordan Parker,0,CUSA,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Middle Tennessee State,106.0,470.0,4.4,6.0,15.0,68.0,4.5,0.0,121.0,538.0,4.4,6.0
Kody Walker,0,SEC,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Arkansas,90.0,394.0,4.4,6.0,1.0,4.0,4.0,0.0,91.0,398.0,4.4,6.0
Jamal Wilson,0,MAC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Massachusetts,88.0,390.0,4.4,6.0,24.0,182.0,7.6,1.0,112.0,572.0,5.1,7.0
Peyton Barber,0,SEC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Auburn,238.0,1017.0,4.3,13.0,11.0,112.0,10.2,0.0,249.0,1129.0,4.5,13.0
Shaquille Powell,0,ACC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Duke,125.0,542.0,4.3,3.0,35.0,212.0,6.1,2.0,160.0,754.0,4.7,5.0
Jarvis Cooper,0,American,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Memphis,91.0,389.0,4.3,5.0,3.0,29.0,9.7,0.0,94.0,418.0,4.4,5.0
Tyler Rouse,0,ACC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Boston College,101.0,426.0,4.2,7.0,9.0,154.0,17.1,0.0,110.0,580.0,5.3,7.0
